,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,label
261,36,1509872342125936640,1509872342125936640,1648816593000.0,2022-04-01 19:36:33,700,,คลองโอ่งอ่างได้รับ รางวัลระดับโลก เป็น1ใน6ประเทศที่ได้รับรางวัลนี้ แหละดูจากรางวัลมันไม่ใช่แค่คลอง แล้วจะได้รับ มันมากกว่านั้น ทำไม่ถึงจะไม่ภูมิใจหละ ลองเทียบก่อนจะมาเป็นคลองโอ่งอ่างชิ แต่ก่อนมันเป็นยังไง ถ้ามันแก้ไขง่ายๆทำไหม รัฐบาลก่อนไม่ทำหละ ชื่นชม #ลุงตู่ แหละ #ลุงอัศวิน  https://t.co/kyMmlhL1MT,th,"['ลุงตู่', 'ลุงอัศวิน']",[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,5,19,https://twitter.com/GiJOE2538/status/1509872342125936640,[],"['https://pbs.twimg.com/media/FPQk4DtaUAAQQJf.jpg', 'https://pbs.twimg.com/media/FPQk4rWagAgA9Wq.jpg', 'https://pbs.twimg.com/media/FPQk44tacAEnH5M.jpg', 'https://pbs.twimg.com/media/FPQk5JBaIAQKdaQ.jpg']",1,https://pbs.twimg.com/media/FPQk4DtaUAAQQJf.jpg,False,431,5,196,,#ลุงตู่,,,,,,,[],,,,,politics
262,37,1509857109433028611,1509857109433028611,1648812961000.0,2022-04-01 18:36:01,700,,#ลุงตู่ ณ คลองโอ่งอ่าง 😊  ช่วงเย็นวันนี้ (31 มี.ค. 65)   พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ลงพื้นที่พบปะผู้ประกอบการและประชาชน  ณ คลองโอ่งอ่าง   #สู้ไปกับลุงเพื่อประเทศไทย 🇹🇭  https://t.co/1VCF8Baz1R,th,"['ลุงตู่', 'สู้ไปกับลุงเพื่อประเทศไทย']",[],85505404,85505404,isusthon,♥LOVE The king ♥ #เรารักพระเจ้าอยู่หัว,5,18,https://twitter.com/isusthon/status/1509857109433028611,[],"['https://pbs.twimg.com/media/FPQXBRXaIAUJC-r.jpg', 'https://pbs.twimg.com/media/FPQXBdVaAAUXKcx.jpg', 'https://pbs.twimg.com/media/FPQXB5RaIAMhAr5.jpg', 'https://pbs.twimg.com/media/FPQXCURakAMwbOl.jpg']",1,https://pbs.twimg.com/media/FPQXBRXaIAUJC-r.jpg,False,33,2,10,,#ลุงตู่,,,,,,,[],,,,,politics
263,38,1509827662663290885,1509827662663290885,1648805940000.0,2022-04-01 16:39:00,700,,ผู้นำฉลาด ชาติต้องพ้นภัย ไม่เน้นสร้างภาพแต่ #ลุงตู่ ลงมือทำเลย #phuketsandbox  https://t.co/gj2z39vXau,th,"['ลุงตู่', 'phuketsandbox']",[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,5,16,https://twitter.com/GiJOE2538/status/1509827662663290885,[],['https://pbs.twimg.com/media/FPP8QTmaQAE04IK.jpg'],1,https://pbs.twimg.com/media/FPP8QTmaQAE04IK.jpg,False,171,4,51,,#ลุงตู่,,,,,,,[],,,,,politics
264,39,1509790152935481344,1509790152935481344,1648796997000.0,2022-04-01 14:09:57,700,,เริ่มแล้ว!!  ยกเลิกตรวจ RT-PCR ก่อนเข้าประเทศ 72 ชม. นายกฯลุงตู่ กำชับทุกฝ่ายปฏิบัติตามมาตรการสาธารณสุขอย่างเข้มงวด  #ลุงตู่  #ลุงตู่ตูน  https://t.co/hJYz78PwCi,th,"['ลุงตู่', 'ลุงตู่ตูน']",[],1311185429756964864,1311185429756964864,superLungtoo20,ลุงตู่ตูน,5,14,https://twitter.com/superLungtoo20/status/1509790152935481344,[],['https://pbs.twimg.com/media/FPPaIsVagAIRLwh.jpg'],1,https://pbs.twimg.com/media/FPPaIsVagAIRLwh.jpg,False,31,0,14,,#ลุงตู่,,,,,,,[],,,,,politics
265,40,1509729025865904130,1509729025865904130,1648782423000.0,2022-04-01 10:07:03,700,,“ถามไถ่ ส่งกำลังใจ รับฟังปัญหา” #นายก #ลุงตู่  #ประยุทธ์  https://t.co/aVua7ry8ud,th,"['นายก', 'ลุงตู่', 'ประยุทธ์']",[],1465939958695354369,1465939958695354369,yayachange,สำนึกรักบ้านเกิด,5,10,https://twitter.com/yayachange/status/1509729025865904130,[],"['https://pbs.twimg.com/media/FPOiil6VEAcwo-n.jpg', 'https://pbs.twimg.com/media/FPOiizKVEAcDaA9.jpg', 'https://pbs.twimg.com/media/FPOijEyVUAUYbEJ.jpg']",1,https://pbs.twimg.com/media/FPOiil6VEAcwo-n.jpg,False,161,2,53,,#ลุงตู่,,,,,,,[],,,,,politics
266,41,1509537888400474112,1509537888400474112,1648736853000.0,2022-03-31 21:27:33,700,,นายก #ลุงตู่ หารือเอกอัคราชทูตคาซัคสถานฯ เห็นพ้องขยายความร่วมมือทางเศษฐกิจเพิ่มมูลค่าทางการค้า ระหว่างประเทศ ฯ ขยันแบบนี้ อยู่อีกสมัยก็แล้วกันครับลุง💪💪  https://t.co/Ft4ZN2MuPM,th,['ลุงตู่'],[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,4,21,https://twitter.com/GiJOE2538/status/1509537888400474112,[],['https://pbs.twimg.com/media/FPL0tOAaQAc49jN.jpg'],1,https://pbs.twimg.com/media/FPL0tOAaQAc49jN.jpg,False,160,3,41,,#ลุงตู่,,,,,,,[],,,,,politics
267,42,1509528605193564170,1509528605193564170,1648734639000.0,2022-03-31 20:50:39,700,,วันนี้ นายก #ลุงตู่ ลงพื้นทีคลองโอ่งอ่าง ชื่นชมผลงาน เพราะคลองนี้ได้รับรางวัลระดับโลก แจ๋วไปเลย ผลงานใครนะ🥰  https://t.co/RVWhXn6GlC,th,['ลุงตู่'],[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,4,20,https://twitter.com/GiJOE2538/status/1509528605193564170,[],"['https://pbs.twimg.com/media/FPLsQGmacAEfgAR.jpg', 'https://pbs.twimg.com/media/FPLsQWdaQAMQ1jq.jpg', 'https://pbs.twimg.com/media/FPLsQuzaUAUuaYr.jpg']",1,https://pbs.twimg.com/media/FPLsQGmacAEfgAR.jpg,False,402,8,103,,#ลุงตู่,,,,,,,[],,,,,politics
269,44,1509325242644148224,1509325242644148224,1648686154000.0,2022-03-31 07:22:34,700,,ดีลลับล่ม? #คดีแตงโม จะพลิกเป็นฆาตกรรม! ตำรวจพายเรือเกลือตามไขปริศนาอยู่ห่างๆ  . “#ลุงป้อม”ประกาศย้ำ “#ลุงตู่”ต้องเป็นแคนดิเดตนายกฯ #พลังประชารัฐ ไม่มีวันไป “#รวมไทยสร้างชาติ” .  https://t.co/zLls0Y0GMU  https://t.co/CIZ3CRq7NQ,th,"['คดีแตงโม', 'ลุงป้อม', 'ลุงตู่', 'พลังประชารัฐ', 'รวมไทยสร้างชาติ']",[],583447601,583447601,MGROnlineLive,MGROnlineLive,4,7,https://twitter.com/MGROnlineLive/status/1509325242644148224,['https://mgronline.com/politics/detail/9650000031103'],['https://pbs.twimg.com/media/FPIzLz6VUAE3JUI.png'],1,https://pbs.twimg.com/media/FPIzLz6VUAE3JUI.png,False,8,0,3,,#ลุงตู่,,,,,,,[],,,,,politics
270,45,1509144130450247684,1509144130450247684,1648642973000.0,2022-03-30 19:22:53,700,,รายงานเปรียบเทียบราคาน้ำมัน ดีเซล/เบนซิน ในภูมิภาคอาเซียน   #ลุงตู่  #ลุงตู่ตูน  https://t.co/6CFlHTrfmC,th,"['ลุงตู่', 'ลุงตู่ตูน']",[],1311185429756964864,1311185429756964864,superLungtoo20,ลุงตู่ตูน,3,19,https://twitter.com/superLungtoo20/status/1509144130450247684,[],['https://pbs.twimg.com/media/FPGOlecaUAIrjLP.jpg'],1,https://pbs.twimg.com/media/FPGOlecaUAIrjLP.jpg,False,52,0,25,,#ลุงตู่,,,,,,,[],,,,,politics
271,46,1509112255983812610,1509112255983812610,1648635374000.0,2022-03-30 17:16:14,700,,555…ลุงนั่นแหละตัวปัญหา #ลุงตู่ ถามลอยๆ “บางคนอยากชนะบนความขัดแย้ง ถ้าชนะแล้วมีแต่ความขัดแย้งมีประโยชน์อะไร”  . #ประยุทธ์ ลั่นถ้าไม่ได้ทำหน้าที่ #นายกรัฐมนตรี ต่อ ก็แค่กลับบ้านไปนอน ยืนยันจะพยายามทำหน้าที่ให้ดีที่สุด แม้จะมี. คลิกอ่านข่าว :  https://t.co/ohalNSSVs2 . #7HD,th,"['ลุงตู่', 'ประยุทธ์', 'นายกรัฐมนตรี', '7hd']",[],583857653,583857653,shutup2557,📌Shutup2557,3,17,https://twitter.com/shutup2557/status/1509112255983812610,['https://news.ch7.com/detail/559770'],[],0,,False,20,12,5,,#ลุงตู่,,,,,,,[],,,,,politics
272,47,1509102549235687424,1509102549235687424,1648633060000.0,2022-03-30 16:37:40,700,,#ลุงตู่ ถามลอยๆ “บางคนอยากชนะบนความขัดแย้ง ถ้าชนะแล้วมีแต่ความขัดแย้งมีประโยชน์อะไร”  . #ประยุทธ์ ลั่นถ้าไม่ได้ทำหน้าที่ #นายกรัฐมนตรี ต่อ ก็แค่กลับบ้านไปนอน ยืนยันจะพยายามทำหน้าที่ให้ดีที่สุด แม้จะมีคนโจมตีว่าร้ายก็จะไม่โกรธ  . คลิกอ่านข่าว :  https://t.co/R1tg0Zu5My .  https://t.co/1jHC7frVAM,th,"['ลุงตู่', 'ประยุทธ์', 'นายกรัฐมนตรี']",[],1116699085166145537,1116699085166145537,sorkorlao,ซ้อขอเล่า ~ เมาท์เท่าที่รู้,3,16,https://twitter.com/sorkorlao/status/1509102549235687424,['https://news.ch7.com/detail/559770'],['https://pbs.twimg.com/media/FPFoxHMVgAEHlDL.jpg'],1,https://pbs.twimg.com/media/FPFoxHMVgAEHlDL.jpg,False,66,37,20,,#ลุงตู่,,,,,,,[],,,,,politics
273,48,1509063550698127361,1509063550698127361,1648623762000.0,2022-03-30 14:02:42,700,,นายกรัฐมนตรี เข้าร่วมการประชุมผู้นำกรอบความร่วมมือความริเริ่มแห่งอ่าวเบงกอลสำหรับความร่วมมือหลากหลายสาขาทางวิชาการและเศรษฐกิจ #BIMSTEC ครั้งที่ 5 #ลุงตู่ #รัฐบาล  https://t.co/chaThsOA7G,th,"['bimstec', 'ลุงตู่', 'รัฐบาล']",[],1480173378585567232,1480173378585567232,Namsakura007,น้องน้ำพาทัวร์,3,14,https://twitter.com/Namsakura007/status/1509063550698127361,[],"['https://pbs.twimg.com/media/FPFFTKuaMAEGs0r.jpg', 'https://pbs.twimg.com/media/FPFFTKmakAIg9rN.jpg']",1,https://pbs.twimg.com/media/FPFFTKuaMAEGs0r.jpg,False,41,0,11,,#ลุงตู่,,,,,,,[],,,,,politics
274,49,1508645864918908930,1508645864918908930,1648524178000.0,2022-03-29 10:22:58,700,,สงกรานต์ปลอดภัย ห่างไกลโควิด-19 ปฏิบัติตามมาตร VUCA อย่างเข้มงวด  #ลุงตู่  #ลุงตู่ตูน  https://t.co/CyeEvKk5Ca,th,"['ลุงตู่', 'ลุงตู่ตูน']",[],1311185429756964864,1311185429756964864,superLungtoo20,ลุงตู่ตูน,2,10,https://twitter.com/superLungtoo20/status/1508645864918908930,[],['https://pbs.twimg.com/media/FO_JabkakAcphv6.jpg'],1,https://pbs.twimg.com/media/FO_JabkakAcphv6.jpg,False,28,0,9,,#ลุงตู่,,,,,,,[],,,,,politics
275,50,1508417124943163392,1508417124943163392,1648469642000.0,2022-03-28 19:14:02,700,,ไทย-ซาอุดิอาระเบีย  ลงนามข้อตกลงความร่วมมือ 2 ฉบับแล้ว  #ลุงตู่  #ลุงตู่ตูน  https://t.co/ZI9ynSFioK,th,"['ลุงตู่', 'ลุงตู่ตูน']",[],1311185429756964864,1311185429756964864,superLungtoo20,ลุงตู่ตูน,1,19,https://twitter.com/superLungtoo20/status/1508417124943163392,[],"['https://pbs.twimg.com/media/FO75YI7acAMaPbj.jpg', 'https://pbs.twimg.com/media/FO75YI7akAc1LUi.jpg', 'https://pbs.twimg.com/media/FO75YI_aAAILtPB.jpg', 'https://pbs.twimg.com/media/FO75YJNaMAk8lmM.jpg']",1,https://pbs.twimg.com/media/FO75YI7acAMaPbj.jpg,False,62,2,26,,#ลุงตู่,,,,,,,[],,,,,politics
276,51,1508307246408605701,1508307246408605701,1648443445000.0,2022-03-28 11:57:25,700,,เยี่ยมเลยครับลุงไม่ว่าวันข้างหน้าจะเป็นยังไง ถือว่าวันนี้ลุงทำดีที่สุดแลัวครับ #ลุงตู่ ผมรักลุงตู่ครับ🥰,th,['ลุงตู่'],[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,1,11,https://twitter.com/GiJOE2538/status/1508307246408605701,[],[],0,,False,279,11,87,https://twitter.com/Kea_New/status/1508305365666246659,#ลุงตู่,,,,,,,[],,,,,politics
277,52,1508305365666246659,1508305365666246659,1648442996000.0,2022-03-28 11:49:56,700,,ทำต่อไป อย่าได้ถอยนะคะ #ลุงตู่ ขอส่งกำลังใจให้ลุงด้วยรักและศรัทธาในความดี ความอดทน และความซื่อสัตย์ของลุงที่ทำเพื่อประเทศไทยของเรานะคะลุง สู้ๆๆๆๆ✌️✌️💖💖🇹🇭 @prayutofficial   #ทีมลุงตู่  https://t.co/R8mIxv0Uyo,th,"['ลุงตู่', 'ทีมลุงตู่']",[],1135887200,1135887200,Kea_New,K. Sakhulhong 💛🇹🇭💛,1,11,https://twitter.com/Kea_New/status/1508305365666246659,[],['https://pbs.twimg.com/media/FO6TuGqacAQdbql.jpg'],1,https://pbs.twimg.com/media/FO6TuGqacAQdbql.jpg,False,268,10,71,,#ลุงตู่,,,,,,,[],,,,,politics
278,53,1508043434887507974,1508043434887507974,1648380547000.0,2022-03-27 18:29:07,700,,ผลโพลตอน #ลุงตู่ นำ สามกีบไม่เชื่อ แต่ตอนพิธานำสามกีบบอกเชื่อได้😅อะเชื่อก็เชื่อ ต่อไปใครที่บอกคนเกลียดลุงทั้งประเทศ แหละไล่ลุงเช้าเย็นนะ เลิกไล่ได้แล้ว โดยเฉพาะขี้ข้าโทนี่นะ เพราะว่าคนเอาลุงมากกว่าอุ้งอิ้งอีก นะคุณหมอ #ชลน่าน 🤣🤣  https://t.co/ry66QastWh,th,"['ลุงตู่', 'ชลน่าน']",[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,7,18,https://twitter.com/GiJOE2538/status/1508043434887507974,[],['https://pbs.twimg.com/media/FO2lgiAUcAEfgPg.jpg'],1,https://pbs.twimg.com/media/FO2lgiAUcAEfgPg.jpg,False,32,4,14,,#ลุงตู่,,,,,,,[],,,,,politics
279,54,1507616109549490176,1507616109549490176,1648278665000.0,2022-03-26 14:11:05,700,,รัฐบาล #ลุงตู่ ข่าวดีๆมีให้เห็นสม่ำเสมอ ฝ่ายค้านกับน้อนๆกีบอย่างพึ่งดิ้นนะคะ เพราะนี่เป็นข่าวดีของคนไทยทั้งประเทศ อิหร่านคงไม่มีการแบนใครหรอกค่ะ 😅😘😍 #ทีมลุงตู่ #อิหร่าน  https://t.co/awxia5CcZs,th,"['ลุงตู่', 'ทีมลุงตู่', 'อิหร่าน']",[],1135887200,1135887200,Kea_New,K. Sakhulhong 💛🇹🇭💛,6,14,https://twitter.com/Kea_New/status/1507616109549490176,[],['https://pbs.twimg.com/media/FOwgyeUakAYM2wU.jpg'],1,https://pbs.twimg.com/media/FOwgyeUakAYM2wU.jpg,False,630,17,173,,#ลุงตู่,,,,,,,[],,,,,politics
280,55,1507588555517804550,1507588555517804550,1648272095000.0,2022-03-26 12:21:35,700,,ใครจะรักใครยังไงเราไม่รู้.. แต่กับ #ลุงตู่ เรารักจริง #นะจ๊ะ 💖💖🤟🤟😍🥰  https://t.co/cU1zS5jAP1,th,"['ลุงตู่', 'นะจ๊ะ']",[],1135887200,1135887200,Kea_New,K. Sakhulhong 💛🇹🇭💛,6,12,https://twitter.com/Kea_New/status/1507588555517804550,[],['https://pbs.twimg.com/media/FOwHy-iVQAExZhO.jpg'],1,https://pbs.twimg.com/media/FOwHy-iVQAExZhO.jpg,False,350,10,50,,#ลุงตู่,,,,,,,[],,,,,politics
281,56,1507579557234491392,1507579557234491392,1648269950000.0,2022-03-26 11:45:50,700,,นายกฯลุงตู่ เร่งตั้งศูนย์นวัตกรรมอุตสาหกรรม อาเซียน-เกาหลีใต้ ภายในปี 2566   #ลุงตู่  #ลุงตู่ตูน  https://t.co/6XlHoyI0x4,th,"['ลุงตู่', 'ลุงตู่ตูน']",[],1311185429756964864,1311185429756964864,superLungtoo20,ลุงตู่ตูน,6,11,https://twitter.com/superLungtoo20/status/1507579557234491392,[],['https://pbs.twimg.com/media/FOv_nO9acAEiQxS.jpg'],1,https://pbs.twimg.com/media/FOv_nO9acAEiQxS.jpg,False,24,0,9,,#ลุงตู่,,,,,,,[],,,,,politics
282,57,1507507482570403840,1507507482570403840,1648252766000.0,2022-03-26 06:59:26,700,,นายกฯลุงตู่ ลุยเดินหน้ารถไฟฟ้าความเร็วสูง ไทย-จีน เชื่อมโยงภูมิภาคช่วงกรุงเทพฯ-หนองคาย เพื่อประโยชน์ของคนไทย  #ลุงตู่  #ลุงตู่ตูน  https://t.co/4wcHOARVGI,th,"['ลุงตู่', 'ลุงตู่ตูน']",[],1311185429756964864,1311185429756964864,superLungtoo20,ลุงตู่ตูน,6,6,https://twitter.com/superLungtoo20/status/1507507482570403840,[],['https://pbs.twimg.com/media/FOu-EDBagAkhSX-.jpg'],1,https://pbs.twimg.com/media/FOu-EDBagAkhSX-.jpg,False,189,2,71,,#ลุงตู่,,,,,,,[],,,,,politics
283,58,1507356551966707714,1507356551966707714,1648216781000.0,2022-03-25 20:59:41,700,,นอกจาก #สนามหลวง แล้วยังมีทางเท้าที่ไม่มีรัฐบาลชุดใหนกล้าจัดระเบียบ จนมาถึงยุคคสช.โดยท่านผู้ว่าอัศวิน จึงได้ทำการจัดระเบียบรถเข็น คืนทางเท้าไห้ประชาชน ซึ่งก็มีนักการเมืองของกก.เคยทวิตจะทวงทางเท้าให้รถเข็น สรุปพรรคนี้จะถอยลงคลองกันหรือไง นี่ก็ผลงานรัฐบาล #ลุงตู่ นะจ๊ะ  https://t.co/uDsfwFmPgw,th,"['สนามหลวง', 'ลุงตู่']",[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,5,20,https://twitter.com/GiJOE2538/status/1507356551966707714,[],"['https://pbs.twimg.com/media/FOs0yYLVQAA4o9E.jpg', 'https://pbs.twimg.com/media/FOs0yh-VsAk0pwu.jpg', 'https://pbs.twimg.com/media/FOs0ywIVcAInyo1.jpg', 'https://pbs.twimg.com/media/FOs0y7PUYAEHHDF.jpg']",1,https://pbs.twimg.com/media/FOs0yYLVQAA4o9E.jpg,False,273,13,141,,#ลุงตู่,,,,,,,[],,,,,politics
284,59,1506658321134424066,1506658321134424066,1648050310000.0,2022-03-23 22:45:10,700,,นายกฯลุงตู่ติดตามสถานการณ์เศรษฐกิจรายวัน คาดประชาชนกว่า 40 ล้านคน ได้รับประโยชน์จาก 10 มาตรช่วยเหลือ  #ลุงตู่  #ลุงตู่ตูน  https://t.co/6109vC9ap9,th,"['ลุงตู่', 'ลุงตู่ตูน']",[],1311185429756964864,1311185429756964864,superLungtoo20,ลุงตู่ตูน,3,22,https://twitter.com/superLungtoo20/status/1506658321134424066,[],['https://pbs.twimg.com/media/FOi5wTPakAE8188.jpg'],1,https://pbs.twimg.com/media/FOi5wTPakAE8188.jpg,False,21,0,9,,#ลุงตู่,,,,,,,[],,,,,politics
285,60,1506523439901065218,1506523439901065218,1648018152000.0,2022-03-23 13:49:12,700,,นโยบาย 12 ด้าน ของลุงสำเร็จไปหลายอย่างแล้วนะ รู้ยัง!! #ลุงตู่  #รัฐบาล  https://t.co/y8jitnY7uz,th,"['ลุงตู่', 'รัฐบาล']",[],1455002327786553345,1455002327786553345,SRW1958,ลิ้นยมทูต,3,13,https://twitter.com/SRW1958/status/1506523439901065218,[],['https://pbs.twimg.com/media/FOg_FWZacAAttPZ.jpg'],1,https://pbs.twimg.com/media/FOg_FWZacAAttPZ.jpg,False,69,1,26,,#ลุงตู่,,,,,,,[],,,,,politics
286,61,1506523140154818561,1506523140154818561,1648018081000.0,2022-03-23 13:48:01,700,,ตัวแทนสมาคมผู้ขับขี่จักรยานยนต์รับจ้าง ขอบคุณนายกฯลุงตู่ ออกมาตรการลดผลกระทบราคาน้ำมัน รวดเร็ว ตรงจุด  #ลุงตู่  #ลุงตู่อยู่ต่อ  https://t.co/lm9E8bT6kN,th,"['ลุงตู่', 'ลุงตู่อยู่ต่อ']",[],1389926423868018691,1389926423868018691,fuckkinged,ธำรงความเป็นไท,3,13,https://twitter.com/fuckkinged/status/1506523140154818561,[],['https://pbs.twimg.com/media/FOg-z-lVUAMzOYH.jpg'],1,https://pbs.twimg.com/media/FOg-z-lVUAMzOYH.jpg,False,19,0,13,,#ลุงตู่,,,,,,,[],,,,,politics
287,62,1506520759824687109,1506520759824687109,1648017513000.0,2022-03-23 13:38:33,700,,นายกฯลุงตู่เอาจริง สั่งปราบแก๊งค์คอลเซ็นเตอร์ทำประชาชนเดือดร้อน เตือนประชาชนอย่าโอน-อย่าหลงเชื่อขบวนการกัดกินประเทศ  #ลุงตู่  #ลุงตู่ตูน  https://t.co/GdYHBvkBRu,th,"['ลุงตู่', 'ลุงตู่ตูน']",[],1311185429756964864,1311185429756964864,superLungtoo20,ลุงตู่ตูน,3,13,https://twitter.com/superLungtoo20/status/1506520759824687109,[],['https://pbs.twimg.com/media/FOg8pOHaMAUgapC.jpg'],1,https://pbs.twimg.com/media/FOg8pOHaMAUgapC.jpg,False,61,1,32,,#ลุงตู่,,,,,,,[],,,,,politics
288,63,1506518904327221255,1506518904327221255,1648017071000.0,2022-03-23 13:31:11,700,,ใครที่คิดว่าอาตี๋ ทำอะไรจะสำเร็จ ใช้อะไรคิด หลายครั้งที่ล้มเหลวขนาดทำตามหลังเขานะนี้ ยกตัวอย่าง โครงการ เมย์เดย์ เงินแค่7ล้านมึงยังโอนมั่วๆ แล้วยังจะเสนอหน้ามาโอน 10-20ล้านคนอย่างที่ #ลุงตู่ ทำ ใครคิดได้มีโครงการอะไรบ้างที่อาตี๋มันชอบลอกการบ้าน 🙄🙄  https://t.co/part87Nr7z,th,['ลุงตู่'],[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,3,13,https://twitter.com/GiJOE2538/status/1506518904327221255,[],"['https://pbs.twimg.com/media/FOg68n5VkAU0HqZ.jpg', 'https://pbs.twimg.com/media/FOg69ExUYAUpH9D.jpg']",1,https://pbs.twimg.com/media/FOg68n5VkAU0HqZ.jpg,False,63,0,31,,#ลุงตู่,,,,,,,[],,,,,politics
289,64,1506457222947442689,1506457222947442689,1648002365000.0,2022-03-23 09:26:05,700,,นายกฯ ออก 10 มาตรการด่วน ช่วยเหลือปชช. หลายกลุ่ม ลดค่าก๊าซ-ตรึงดีเซล-ลดค่าไฟ-ลดเงินสมทบ ม.33  #นายก #ลุงตู่ #รัฐบาล  https://t.co/ZiZB7pYCvS,th,"['นายก', 'ลุงตู่', 'รัฐบาล']",[],1323467573124620288,1323467573124620288,sunyo29,🇹🇭บันบัน💛🤟💛,3,9,https://twitter.com/sunyo29/status/1506457222947442689,[],['https://pbs.twimg.com/media/FOgC21XagAIqKbh.jpg'],1,https://pbs.twimg.com/media/FOgC21XagAIqKbh.jpg,False,24,0,9,,#ลุงตู่,,,,,,,[],,,,,politics
290,65,1506457092861087744,1506457092861087744,1648002334000.0,2022-03-23 09:25:34,700,,ลุงตู่เป็นคนดีทั้งชีวิตจิตใจและการกระทำ ไม่แปลกใจว่าทำไมคนถึงรักลุงเยอะแยะ ประเทศไทยโชคดีที่มีลุงตู่ ขอบคุณนะคะลุง🙏🙏 เราจะก้าวไปด้วยกันอย่างมั่นใจและมั่นคงค่ะ #ลุงตู่  #รัฐบาล  https://t.co/jqHPe5L0Nd,th,"['ลุงตู่', 'รัฐบาล']",[],1480173378585567232,1480173378585567232,Namsakura007,น้องน้ำพาทัวร์,3,9,https://twitter.com/Namsakura007/status/1506457092861087744,[],['https://pbs.twimg.com/media/FOgCvRoaMAUydE6.jpg'],1,https://pbs.twimg.com/media/FOgCvRoaMAUydE6.jpg,False,20,1,10,,#ลุงตู่,,,,,,,[],,,,,politics
291,66,1506455352790818820,1506455352790818820,1648001919000.0,2022-03-23 09:18:39,700,,ขอเป็นกำลังใจให้ลุงตู่..ครับผม #ลุงตู่  #นายก #รัฐบาล  https://t.co/fsfyo5hU1r,th,"['ลุงตู่', 'นายก', 'รัฐบาล']",[],895436838378156032,895436838378156032,wongsriwaned,ทนงทวย คงควรคอย,3,9,https://twitter.com/wongsriwaned/status/1506455352790818820,[],['https://pbs.twimg.com/media/FOgBKMlVIAIn93B.jpg'],1,https://pbs.twimg.com/media/FOgBKMlVIAIn93B.jpg,False,53,2,17,,#ลุงตู่,,,,,,,[],,,,,politics
292,67,1506436730919870464,1506436730919870464,1647997479000.0,2022-03-23 08:04:39,700,,รัฐบาลลุงตู่ คลอด10มาตรการ เพื่อลดค่าครองชีพ สำหรับกลุ่มเปราะบาง กลุ่มมีรายได้น้อยฯที่ได้รับผลกระทบจากสถานการณ์โควิด แหละ สงคราม รัสเซีย ยูเครน ส่วนกลุ่มอื่นเดียวตามมานะจ๊ะ #ลุงตู่ #อย่าโอน  https://t.co/CzD7c2Nn8k,th,"['ลุงตู่', 'อย่าโอน']",[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,3,8,https://twitter.com/GiJOE2538/status/1506436730919870464,[],['https://pbs.twimg.com/media/FOfwOBgVUAAWFQr.jpg'],1,https://pbs.twimg.com/media/FOfwOBgVUAAWFQr.jpg,False,58,3,60,,#ลุงตู่,,,,,,,[],,,,,politics
293,68,1506266823590760448,1506266823590760448,1647956970000.0,2022-03-22 20:49:30,700,,นายก #ลุงตู่ ไม่ทิ้งใครไว้ข้างหลัง คลอด10มาตรการ เพื่อช่วยเหลือ กลุ่มเปราะบาง และผู้มีรายได้น้อยก่อน ส่วนกลุ่มอื่นๆเดียวเดียวตามมา นะครับ 😍😍 รายละเอียด👇👇  https://t.co/HvmHZmJfMe  https://t.co/xjYw0fL8bg,th,['ลุงตู่'],[],1389742727504400386,1389742727504400386,GiJOE2538,TH💛 นารูโตะเป็นI.O😂😂 #อนุชนรักชาติศาสน์กษัตริย์,2,20,https://twitter.com/GiJOE2538/status/1506266823590760448,['https://www.facebook.com/100044605651717/posts/508081914021993/?sfnsn=mo'],['https://pbs.twimg.com/media/FOdVrweUYAgqSZF.jpg'],1,https://pbs.twimg.com/media/FOdVrweUYAgqSZF.jpg,False,153,3,51,,#ลุงตู่,,,,,,,[],,,,,politics
